Stock-ID,Timestamp,stock price
FLTR,2023-11-21,18090.84
FLTR,2023-11-22,18018.48
FLTR,2023-11-23,18216.68
FLTR,2023-11-24,18271.33
FLTR,2023-11-25,18289.6
FLTR,2023-11-26,18435.92
FLTR,2023-11-27,18325.3
FLTR,2023-11-28,18398.61
FLTR,2023-11-29,18361.81
FLTR,2023-11-30,18196.55
FLTR,2023-12-01,18398.61
FLTR,2023-12-02,18499.64
FLTR,2023-12-03,18524.8975
