Stock-ID,Timestamp,stock price
ASH,2023-11-15,110.96
ASH,2023-11-16,110.85
ASH,2023-11-17,112.4
ASH,2023-11-18,112.4
ASH,2023-11-19,113.08
ASH,2023-11-20,114.77
ASH,2023-11-21,113.86
ASH,2023-11-22,114.2
ASH,2023-11-23,113.63
ASH,2023-11-24,113.63
ASH,2023-11-25,114.2
ASH,2023-11-26,114.48500000000001
ASH,2023-11-27,114.55625000000002
